1752 37 123 10 0 712 19 3 944 662 1643 47 4182 1920 803 9 110 2 923 1 19 67 1215 601 5 16 1260 208 60 3 132 4 258 1988 87 4 4182 1920 753 8 7 0 88 98 165 3 88 171 8 2 96 117 124 0 543 181 7 1178 83 0 1376 181 14 3 72 36 931 2 188 3455 662 658 531 100 570 26 2 589 640 0 460 1 100 570 26 5125 770 370 1508 2107 1345 1 4941 1 9 0 162 355 89 25 337 12 653 1 3 97 0 358 1920 1 0 2981 95 1920 17 28 2431 27 25 0 358 1920 6 153 0 116 5 0 129 14 250 107 186 5 84 141 136 157 2 74 1091 177 3622 4 108 2 656 213 277 1 161 3 3234 336 11 19 2 4525 5 904 481 60 8009 23 15 1112 10 35 15 66 472 814 481 244 556 45 13 0 2263 38 15 78 336 15 101 120 15 23 3 305 0 659 152 1 150 160 9 52 176 568	5
1933 2 872 11 3 3234 4 16 2352 1 3 19 4 128 77 89 516 31 2 222 53 3 19 511 65 83 12 850 5 1 2917 5997 3 101 0 7888 1 19 511 65 83 43 2535 30 2278 10 4 0 33 698 1293 5 80 5 346 3 132 4 19 0 88 366 0 105 182 3 780 7 11 32 7 71 7784 8 361 1005 34 32 19 62 6260 5 2443 325 0 1572 11 213 0 228 4 3689 31 612 31 17 1859 0 234 39 10 829 16 7 46 43 187 959 26 1175 158 640 117 32 7 0 414 213 5 0 24 0 761 3 292 4 1223 81 22 2 697 5 213 4 8 9906 28 1027 6373 28 1037 0 431 234 6 575 13 4826 41 2615 540 16 761 6 3814 1329 7 1916 44 3 104 366 397 12 506 928 48 18 8 917 1 156 1114 1631 60 23 20 655 42 4142 6 2344 13 158 82 111 10 2 2599 761 145 93 6 3533 36 240 870 9 0 178 155 37 11 6 1232 10 0 11 6 4310 32 28 71 5 78 2443 0 112 6 1241 113 1 466 3 22 2 235 7014 11 3 6 1430 10 1 17 4573 325 0 659 182 147 3 6 32 9 43 5 12 2909 0 4731 671 4 635 38 5 84 10 12 6787 48 9 37 13 3388 9906 27 11 3 477 19 4 30 3201 10 0 1350 3 264 11 6 2 357 472 1 10 0 791 11 3 165 19 4 49 13 58 2768 1 106 21 456 4 2892 18 8010 404 3 6 10 58 234 26 0 53 5 12 1414 1 602 397 83 196 214 9 186 0 3448 1 0 872 3 6 10 58 41 605 406 189 1 11 12 223 7 3626 57 5369 3 272 813 4 2 222 3806 13 7916 1 69 2574 436 0 197 1520 1571 47 12 237 2599 10 107 4 3220 186 12 2909 1 3 23 1659 80	5
592 25 738 1518 77 21 4515 77 1518 0 738 7 40 25 271 51 2 98 73 1640 5 0 29 18 0 99 3 1200 102 5 2540 1 3096 2533 14 42 0 9792 23 21 8267 5 263 179 10 419 0 29 520 25 115 3 955 0 738 7 50 25	4
3 101 11 2605 501 2 179 8269 26 167 14 3 228 4 3661 123 76 17 28 4 37 0 78 157 3 109 10 32 4 492 55 2018 1 251 168 3 479 1 109 4 448 9 168 3 1028 115 21 143 168 122 0 5 1754 1 310 43 1730 32 51 3 90 205 1 244 298 28 21 10 0 64 5 12 4565 3 109 64 159 32 17 291 37 4 39 49 1 45 129 65 1589 5 0 905 3 6 1236 3 50 442 17 28 27 76 10 655 11 757 15 2605	4
3 19 863 111 511 16 24 315 1 3 354 129 2354 294	1
56 1020 171 16 24 247 215 31 3 19 62 2 471 42 9 54 2 445 425 212 33 643 1 33 337 870 3 22 12 105 179 152 42 0 78 610 2144 37 1 38 0 78 100 47 12 224 28 89 665 92 2 610 777 769 1083 552 283 8 6 0 843 183 2 74 75 44 87 39 304 75 94 300 9 2 1504 9588 3 102 1213 5 11 6566 0 767 2291 87 425 1 1049 134 18 138 20 23 38 667 1 20 38 5933 15 80 1041 13 0 1421 69 140 1431 4 134 4 16 24 252 3 122 0 7494 5 1948 100 47 224 3 101 54 16 286 114 67 4 30 27 5549 1659 70 2 118 75 4204 9 2 610 777 767	2
20 28 747 51 20 251 11 20 104 548 5882 1 2815 4 52 1253 533 0 29 7 25 21 33 14 8 6 2 33 982 18 2068 995 1276 51 0 29 6 1443 8 432 34 0 239 6 2 166 339 32 198 58 2464 2842 4 0 1332 700 6614 27 3 173 4 0 1253 394 16 424 339 91 428 71 6200 27 3 5933 31 1066 80 1980 41 11 32 7 2 247 1253 762 27 16 394 131 2 89 199 638 9 1171 159 0 433 3 19 71 595 13 1253 3229 79 32 23 55 2311 41 32 3 39 793 304 453 3229 8769 1563 12 630 13 71 6200 16 69 256 30 0 187 53 20 107	2
109 4 8398 1463 1812 187 119 13 12 473 9 177 20 22 39 1257 47 52 5145 157 400 568 3 97 2 382 329 13 4343 382 2449 1 2987 4245 788 12 473 97 8052 316 10 2 4218 1412 0 8052 316 10 4218 1412 115 21 482 4 2829 37 4 37 8 375 34 689 13 274 1 260 1271 329 6 241 89 25 12 473 1 3 377 8 94 116 0 67 182 20 102 17 104 19 403 116 7 0 473 1 3 28 21 742 2669 13 0 427 5 29 12 473 7 1085 283 31 355 5 0 5984 9 0 98 17 219 326 427 1328 605 0 409 1120 0 29 7 89 25	3
33 2112 26 16 748 137 1608 797 6 229 2573 135 6 1823 1 57 6 1629 289 30 64 3528 8665	5
16 7 2 287 281 748 50 3 22 752 2683 60 397 83 281 733 34 162 7451 4035 249 503 65 687 5 38 1041 13 0 1391 18 168 2967 5 6451 35 8 73 6168 44 871 44 35 36 438 1 3168 58 2966 409 34 36 256 21 408 281 12 22 2 1280 1311 1 1023 232 4 8 1 9 1254 1505 278 150 17 435 8 0 3307 281 6 21 40 209 0 7719 796 527 6 817 1 293 1507 21 4 955 0 475 796 135 11 2617 16 24 247 215 18 489 195 1982 124 15 100 393 21 45 52 11 94 1041 0 7508 9 2 196 8 4260 10 59 1652	2
229 229 6 353 0 5315 202 99 0 130 6 41 5 16 712 1 0 767 6 40 2329 2 3 56 153 233 16 24 4 320 160 4 495	5
3 943 492 284 1 78 6987 716 47 7114 17 19 2 235 245 4 560 47 729 2087 1 1292 66 493 197 372 29 14 18 246 222 556 26 2 6036 1374 1666 284 2468 0 2679 122 21 4 955 15 104 151 196 1666 284 743 1 30 54 185 2 7 82 62 7232 110 364 78 298 26 0 207 250 34 4 49 2382 1 17 19 892 5 74 203 11 104 108 203 2 74 65 7632 9 398 6036 7763 44 6987	4
229 24 112 7 40 8475	4
404 22 2 776 4 617 2 552 42 39 690 4 1115 10 3739 1 19 62 431 9 769 1083 40 524 317 1 0 920 23 33 8 356 21 978 185 15 407 0 1941 19 33 29 3 69 30 392 42 2 180	5
3 150 128 218 357 203 54 16 4232 0 597 7 353 0 78 616 23 161 4449 1 1401 21 4 955 11 320 32 73 3373 1 17 962 46 574 31 574 2139 4 30 1659 49 4 16 4232 526 773 60 3 619	5
3 476 72 16 24 82 22 12 731 42 581 10 0 187 197 236 1 17 19 62 456 4 2880 279 1773 48 4 5279 46 321 7 265 557 1 33 10 0 1591 1 769 53 12 194 130 7 0 4445 557 230 3076 13 25 29 43 5 12 194 336 10 191 217 0 436 4 627	5
73 169 281 3 56 128 11 17 19 0 88 281 10 618 15 19 4 96 8 4 146 123 169 8 7 0 57 7 33 1 3 213 34 3 39 2455 175 3659 0 338 281 152 7 40 657 1 276 24 4 900 41 13 223 44 143 2 588 7 67 43 182 3 66 34 604 8 501 4 335 27 108 148 4 45 32 550 155 787 1078 35 15 132 4 30 572 124 294	5
6260 507 51 16 2794 6 48 1 392 1 3 944 10 543 3 56 49 4 16 433 891 31 20 452 8 117 129 44 314 167 147 8 6 121 18 461 3 109 13 2 258 0 2794 73 2279 70 2354 138 36 89 199 3 102 17 2301 3788 2930 11 73 4 1570 0 29 2930 3 22 12 1581 227 681 8 6 265 25 1 945 739 3 375 9 158 4 492 14 310 13 260 0 203 3 377 162 28 235 205 298 1 199 1966 192 3 480 2 125 9280 5 2829 14 21 804 12 1927 398 8 390 4 30 11 16 2794 56 19 2408 4535 1 8110 2 1243 2944 104 2362 208 140 12 1927 16 445 727 14 352 582 203 104 21 30 714 42 16 445 27 77 434 13 0 2794 1829 317 1232 6 311 35 15 104 21 154 275 433 317 32 198 218 341 282 2930 10 12 991 14 32 6 579 5 29 2930 1 0 7063 4013 28 68 335 1 2373 571 0 2115 6 40 1097 3 677 17 69 5229 65 2115 10 0 1350 379 149 17 2301 36 43 5 0 287 457 433 7046 10 0 1317 1120 32 349 94 4 1073 155 9 766 15 19 1230 4261 44 132 1582 3568	3
81 32 1 343 81 3851 7 140 12 194 24 4 721 2 204 627 187 578 119 3 2428 2 333 5 223 11 20 5803 4 49 280 41 0 4601 119 669 10 627 191 149 17 22 186 690 294 10 1275 236 27 92 183 2000 70 0 3815 2337 178 20 302 4 666 64 4 52 194 237 6444 67 1071 6 58 2261 234 63 501 2 1051 9 183 10 2 1186 237 933 1 9 0 3886 3995 52 78 481 4581 1 917 92 38 1041 58 1698 1828 293 2 2855 140 2 89 25 1698 1828 10 16 829	4
250 19 4 128 11 1814 0 10 0 3064 3981 1974 6413 1954 6413 7 12 194 79 5 36 268 63 2656 8 2 213 83 0 78 129 548 4 11 0 2299 3278 1 6413 7 43 5 246 249 3 104 702 58 659 611 559 777 26 31 222 31 389 318 6135 5 2200 23 353 1 23 65 1188 4 639 1488 83 4 954 693 2040 2200 35 15 45 84 13 772 526 154 11 0 772 23 2 74 4194 594 9 0 285 27 3 233 55 78 1935 0 288 7 353 379 10 0 10 38 16 7 43 5 12 2026 1100	5
1646 3 72 351 1 458 247 5 12 374 4 1284 20 38 305 8 144 210 29 33 768 515 1 1027 5 234 9 0 351 4 741 13 38 5 246 857 540 0 1740 866 6 438 124 1 0 1721 18 8 6 169 0 585 225 391 30 0 88 3 19 165 22 0 367 1947 6 25 14 2 74 75 1046 9 12 232 12 473 173 11 0 1191 95 201 93 514 6 0 88 95 201 165 156 341 450 6 169 12 956 22 0 539 1050 591 1 1427 898 63 22 367 350 1622 3237 1 5 346 1050 591 11 6 40 226 14 33 0 67 7779 28 0 209 509 21 179 14 3 19 22 94 116 32 6 67 43 5275 1 202 178 1 11 6 1274 18 0 78 190 5 0 879 279 178 5 2823 1 0 7231 3909 61 6 68 255 295 0 7148 1203 23 0 210 144 29 1 5 346 579 5 234 9 351 4 741 1 1867	4
3 6 220 9 2 24 185 3 104 45 137 2192 1 58 820 728 11 6 613 205 1617 32 7 58 5694 3846 57 1 2321 724 1199 5 237 296 270 18 3665 2406 3 2734 109 10 9 129 137 2192 14 553 48 306 525 137 2192 149 38 2192 28 0 1069 636 47 51 3 847 0 536 3145 3 106 306 2 3044 9416 18 0 2192 63 7 2 25 182 1109 0 695 5 0 221 54 2404 214 4 45 0 525 137 2192 4379 10 1035 4 58 820 728 3 998 13 4361 1 91 1632 238 388 57 47 12 2192 4 3935 0 88 2192	4
72 72 72 16 761 365 12 3 865 2 180 5 53 26 16 761 1 10 0 2165 186 872 1 872 28 353 40 2629 1 524 4 789 4 3 1537 84 31 17 115 168 4 3220 186 417 1 12 989 28 80 921 366 5 3 19 149 511 872 9 2 405 1414 5805 7 40 209	5
110 457 1844 1 71 699 3 393 30 9119 3 451 325 0 535 2888 5 4992 8 7 81 300 4 1370 380 261 1694 49 10 1 1068 213 9844 1674 1 2264 54 304 12 205 2113 13 38 7560 6080 31 612 31 3 2116 0 44 158 343 32 283 3 219 412 15 61 154 55 74 47 4941 4 1338 8897 1624 1044 81 2 393 149 1756 21 148 278 913 426 306 4486 283 828 13 1808 535 7619 81 307 220 1 271 4959 158 3 228 1674 124 1 885 54 185 44 60 3 391 45 9 2 1406 9 37 176	4
16 24 7 33 0 130 7 27 440 1001 1860 626 1 25 142 332 8 43 5 12 49 4 249 9 831 0 534 23 353 13 2 2346 577 5 226 927 4 560 47 0 1160 1949 1013 1 200 4 470 1054 200 1 12 194 209 989 6126 209 1187 5 0 98 7 279 1 1225 2113 13 449 5 1919 4825 1 32 7 2 351 741 178 1 1082 4 617 846 1 352 407 290 10 0 321 44 143 8 4 49	4
35 15 3927 806 1255 1230 285 130 117 7070 219 30 26 0 287 5 59 533 16 7 2 2490 130 181 10 0 395 1 12 327 73 62 121 9 236 7070 1107 2 33 99 202 533 1 230 17 472 58 238 139 257 2 279 202 135 1 951 130 9 9031 60 2 3161 66 1051 16 24 48 36 217 8	5
7114 3 72 15 60 1 120 115 15 3180 79 15 23 352 2 5329 15 1059 15 19 38 203 9 0 2610 86 9 12 2610 7663 12 2610 168 14 51 3 1258 110 834 18 2 961 880 5456 27 3073 361 45 590 110 18 0 590 10 0 713 18 206 399 2098 59 1 5849 1261 2699 37 41 1 3 9512 206 7114 4199 756 3091 21 252 21 581 91 2532 1041 12 459 160 115 91 39 308 37 1041 12 459 134 42 1243 1261 289 608 15 60 12 459 7 1933 13 60 15 66 146 682 609 42 94 3 26 385 1 2447 3 6 10 58 1741 2268 694 171 37 12 942 9 4408 79 3 173 71 12 258 173 757 15 31 20 310 1 91 241 7738 7336 71 757 15 64 179 179 179 14 3 72 0 4408 1 0 113 1011 10 0 1978 1 1037 178 27 36 1694 1310 2 170 9 11	2
404 2 24 10 1079 11 361 96 75 334 402 1108 123 4 694 13 3950 555 369 1 1360 51 97 0 1398 211 47 46 139 99 1515 5957 718 2210 211 13 2486 9554 1 644 1320 3 1250 56 19 377 0 2486 1574 605 0 9554 44 2935 13 0 4674 798 8 6 75 3224 18 0 287 1176 14 8 7 0 1398 211 1 35 208 123 91 1696 8 117 208 0 118 8 219 30 324 347 1 0 644 1320 23 229 0 57 6 2484 1 113 0 29 127 41 977 378 1 56 19 62 76 35 15 104 919 0 6 39 75 69 153 134 64 1 96 78 99 481 1 3 488 233	4
36 34 2 980 2598 8420 1131 7880 10 2 4197 76 714 887 1753 4 2759 2972 583 0 433 9 2 559 119 1799 6440 792 3 101 123 4 530 1 3 442 34 3 6 18 58 6661 5 0 9188 54 4 85 2 693 4 693 5159 7 322 260 257 18 0 290 1269 6 958 621 27 3 468 208 38 11 1434 1354 14 25 1616 306 263 110 2705 12 5316 392 148 15 502 18 2 1648 32 23 275 212 1 705 10 0 41 59 5456 1 4 0 1881 1 526 30 38 2527 4 1 47 0	3
16 24 7 27 335 8 7 162 153 21 2 1735 1260 411 8 3812 64 10 0 634 0 29 1 248 23 25 14 162 5 38 3 34 11 3 61 451 12 506 42 4 45 248 1 0 4118 18 0 611 3 469 11 32 28 65 249 11 1863 2909 290 0 317 61 30 2 2691 1 0 679 1 2149 48 5 29 61 30 7041 14 252 15 45 3214 16 7 2 25 24 4 253	4
5565 5565 191 2926 1689 191 62 2 235 360 5 2926 9 236 1 22 783 51 3 601 11 17 28 2227 0 191 181 1 1076 39 159 0 433 605 46 4770 803 409 4899 14 92 43 253 77 1569 4899 73 0 267 194 331 11 2926 22 823 808 539 1560 814 211 144 1761 815 225 1101 540 1 17 19 2 235 216 533 31 80 57 7 573 1 209 720 120 6 52 384 187 119 720 68 9 121 827 1 1514 1 3939 6900 9 52 174 853 4899 465 115 2 826 508 933 16 137 98 36 90 2 33 768 515 178 2 235 114 58 229 216 6243 1 1576 1503 312 31 9034 15 140 132 0 237 409 2926 0 181 10 270 4333 3096 7 140 315 14 3 488 233 1143 41 4899 4 728 8 48 39 2 4 191 4899 1 2128 9 37 105 4 299	4
302 4 49 9 1392 170 9 2 483 177 16 53 3 251 0 29 1 57 4 30 3626 4 52 187 7583 359 1 3 807 0 1240 1321 2524 1581 1 3 146 278 8 7 46 1812 285 8 6 27 25 11 3 69 21 30 1921 176 53 20 68 22 0 796 3027 16 7 764 457 9 2 188 342 14 8 6 826 20 22 0 330 200 367 4 858 8 6 2 4778 444 2 367 1412 1324 1456 2056 13 1237 6518 1 2 367 1237 1053 328 1046 3829 38 25 269 6 238 47 496 4 858 16 53 3 106 3680 20 69 495 39 283 21 26 139	4
404 294 47 12 1066 201 44 566 274 788 1 97 0 288 8 6 25	4
20 22 177 42 365 52 1395 8 6 12 105 53 26 1 3 6 153 516 13 0 268 5 46 29 1 388 57 3 22 0 2047 3182 13 591 4967 1146 63 6 169 20 807 0 566 1612 9 518 63 6 193 33 517 0 2472 28 50 144 77 885 5 654 12 918 4 0 181 110 611 16 445 150 160	4
16 24 7 59 1034 1293 10 0 771 723 1132 90 25 878 723 1 769 538 9 425 1800 0 2900 7 153 1566 14 65 273 9286 2968	3
133 29 169 2121 1 357 1101 164 285 3 19 615 42 73 62 260 620 5 229 105 4 496 17 19 284 3988 2331 7506 15 61 146 0 7506 18 0 114 51 15 451 10 705 23 21 1394 922 0 9347 7 81 2331 27 2739 18 0 53 5 445 15 69 45 226 203 0 4037 7 276 1 483 27 15 61 50 232 0 1163 14 140 45 0 2066 0 267 7 806 13 0 1288 0 126 6 144 1 0 1333 626 5 301 4037 155 8 6 276 31 295 31 715 49 0 545 23 541 1343 1 687 0 642 7 541 438 1 4524 13 883 15 560 18 0 99 3 72 0 9369 5 55 1 0 8319 5 623 404 824 73 81 62 25 96 0 1710 44 136 273 5 1238 1 15 953 348 30 434	5
92 2 222 400 5 183 10 2 2834 234 3 50 50 479 4 30 290 7452 1826 1047 4 326 37 64 10 12 1114 161 9736 313 7 40 1363 1 61 45 50 754 18 1196 3 259 4 307 2 74 166 5 27 3 521 31 0 1227 6 25 517 32 28 67 2 125 623 155 18 16 3151 196 1520 1774 7 58 3225 13 218 3729 1 4 426 8 730 34 2 14 116 79 15 688 10 2 1086 9028 176 4 55 6843 9642 486 0 2852 7 575 7962 27 15 61 702 65 53 1658 0 535 1843 607 6739 18 185 15 23 246 11 132 4 143 46 53 1 1786 2 74 32 23 188 2161 598 0 3225 11 4143 1268 3736 31 80 31 129 710 1669 13 7751 4 413 15 0 2483 5 0 3337 15 61 146 10 0 1643 45 48 49 290 15 69 72 8 31 94 31 3 85	5
20 39 231 16 41 16 777 1931 139 26 854 2219 176 401 36 2 5269 973 380 185 15 448 70 0 4652 252 856 901 59 3936 0 1829 1123 0 1034 1151 1 367 14 68 397 954 1829 34 1698 1597 1 330 1553 28 68 668 17 472 2 232 5 136 5 0 1056 1 15 61 861 1533 1256 5 8640 10 59 3443 17 68 472 2 571 5 1034 973 380 725 9 59 22 2 1017 5 0 1698 1597 1 1801 8640 13 2 333 5 725 0 973 680 6 2045 1019 1 80 1259 30 2970 70 42 10 0 1350	5
27 3 106 58 2905 3329 42 26 16 678 9 2 125 2146 20 72 46 5957 131 639 1247 17 19 2 25 245 5 358 1952 2436 1 1155 985 1 35 77 1655 1502 46 192 150 30 914 68 46 2524 7 50 25 1 425 1 46 1633 196 23 89 958 27 42 7 185 0 2632 429 10 0 199 359 1 3 292 4 49 2453 9 242 250 271 107 649 7207 203 34 976 1111 381 66 45 94 83 254 10 2 639 966 80 0 187 53 20 115 16 3 251 12 254 641 160 9 8 4 30 0 1311 782 1 5393 3 22 1063 254 14 3 22 746 5 8 11 28 782 1 5393 71 8407 2010 3 264 8 6 2 6578 5 0 1058 14 3 6319 7246 8 1 11 1425 6 782 1 5393 3 917 2069 294 12 285 1 111 19 3 149 97 254 47 46 460 183 173 82 68 1200 65 10 1655 1122 42 21 4 981 34 2 3345 14 15 2208 77 21 1655 12 176 594 5 288 42 77 286 13 46 2436 1 46 1633 1 1247 1 352 14 35 8 429 4 254 77 41 0 94 899 3693 1116 678 0 408 1116 678	2
20 2217 853 16 74 24 10 2 3808 797 554 70 4378 14 8 553 48 183 2 40 161 4378 396 8 7 806 11 0 437 69 21 30 0 6526 5 1540 4079 2186 612 14 16 7 2 240 8092 266 5 24 32 7 68 71 500 10 392 42 35 15 23 3459 9 53 79 8 7 21 378 29 70 136 4144 5 0 5900 162 2514 0 29 7 25 50 25 0 1296 393 19 1235 149 78 2003 1003 79 32 6 71 18 0 99 168 7 10 1496 3 22 0 2505 342 1 12 2555 22 0 990 4635 1 274 186 743 127 13 2 357 4085 329 11 3 19 22 26 163 167 14 16 43 6 27 94 116 0 2505 342 127 13 2505 5 346 2 5374 135 854 11 375 758 1 55 5 0 957 82 165 22 8 6 2 235 577 5 29 14 8 6 27 25 11 3 6 4223 4 107 58 453 190 5 957 4 49 13 0 1481 0 990 6 1028 40 210 68 77 21 94 5 2 990 360 27 3 103 96 8 0 4056 274 6 40 210 172 40 1971 13 163 226 498 14 1213 5 84 28 2084 26 6826 9 0 2505 1 4328 9 0 990 342 0 192 23 65 83 584 379 51 15 1198 11 262 844 61 882 418 48 183 129 743 3 1135 11 3 106 4765 4 29 1 1797 1193 2 2505 11 3 3442 14 16 6 153 43 5 0 116 6236 5 0 1328 10 0 2273 191 178 3 69 153 30 64 1 283 176 53 289 96 0 95	4
3 3779 4 191 430 9 224 47 0 550 3818 4 0 559 1 0 105 182 250 85 1175 0 893 6 4 587 0 1776 1099 139 909 2569 82 111 97 47 0 99 44 22 46 177 57 14 46 139 909 6 229 40 977 582 729 58 968 450 8 319 21 3478 30 0 162 657 420 29 31 3 102 17 7032 0 946 2 166 14 0 498 28 238 1 0 571 6 25 305 46 1706 285 150 2294 0 409 1 46 674 95 13 0 1019 142 1 5 346 0 1066 738 142 77 165 64 10 191 141 0 1776 1099 69 30 43 5 0 105 249 3 49	5
33 38 1916 245 35 15 23 220 9 55 867 44 814 11 7 334 4 154 96 42 17 69 256 19 8 3 68 72 11 17 19 1360 910 5704 440 0 802 430 19 216 6253 1 121 18 280 46 1239 9 5 2014	4
77 4386 11 3 537 310 2 299 9 16 24 402 82 615 42 9 2 25 147 1 82 111 62 434 13 0 29 80 32 6 16 43 53 14 8 6 79 8 6 1569 41 77 490 13 11 8 2611 37 8 6 50 1363 11 119 8849 192 23 25 0 2621 23 25 1 36 39 300 4 407 10 0 147 832 0 4941 2237 164 258 82 458 42 73 22 2 25 53 13 58 1732 25 184 77 2 2345 9 0 13 126 1 2 190 5 3134 101 60 272 26 0 593 299 1928 3 50 102 208 0 162 1948 355 5 16 24 50 49 151 307	5
